antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Low', 'Unhealthy', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0121142611375936,0.5854987276441704,0.0117916920540482,0.9733727810650888,1.662467799002023,1.0,0.0046988075716379,15.566825561807873,0.4033711330781641,0.0201284796573875,0.935760827020929,0.4967561750575199
"frozenset({'Yes', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0172036844557542,0.5854987276441704,0.0167019103257947,0.9708333333333332,1.658130560316683,1.0,0.0066291749661588,14.211472195056956,0.4038590454075406,0.0285015290519877,0.9296343133016282,0.4996796441397322
"frozenset({'Unhealthy', '5.0', 'Yes', '10.0', 'Hight'})",frozenset({'1'}),0.0115766459983513,0.5854987276441704,0.0112182359055231,0.9690402476780186,1.655068067486802,1.0,0.0044401244031014,13.388391097093283,0.4004308893716967,0.0191484155144989,0.9253084263263636,0.4941001923992443
"frozenset({'Very Low', 'Unhealthy', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0129744453603813,0.5854987276441704,0.0125443532489874,0.9668508287292816,1.6513286589358285,1.0,0.0049478319985954,12.504121716067516,0.3996117713580221,0.0214093467090775,0.9200263702875652,0.4941379510933382
"frozenset({'Unhealthy', 'Very Hight', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0107881437941292,0.5854987276441704,0.010429733701301,0.9667774086378738,1.6512032614107075,1.0,0.004113289236196,12.476488297910471,0.3986820807809154,0.0178025204943105,0.9198492415395864,0.4922954134276538
"frozenset({'Yes', ""'Less than 5 hours'"", '5.0', '10.0'})",frozenset({'1'}),0.013225332425361,0.5854987276441704,0.0126877172861187,0.959349593495935,1.638516956912958,1.0,0.0049443019783986,10.196731299953408,0.3949148848674085,0.0216500519845881,0.9019293565179493,0.4905097624678499
"frozenset({'Low', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0129027633418157,0.5854987276441704,0.0123651482025733,0.9583333333333334,1.6367812397975845,1.0,0.0048105966828464,9.948030536539918,0.3941301743013973,0.0210996269341324,0.8994775904308979,0.4897261671563827
"frozenset({'Very Hight', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.01143328196122,0.5854987276441704,0.0108956668219777,0.9529780564263324,1.6276347179450965,1.0,0.0042014947808863,8.815060392100637,0.3900713279827805,0.0185921350376123,0.8865577823044615,0.4857936315432347
"frozenset({'5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0185298017992186,0.5854987276441704,0.0176337765671481,0.9516441005802708,1.6253563938718252,1.0,0.0067846011902069,8.571886312318561,0.3920142674257593,0.0300715115213006,0.8833395633627442,0.4908808162059043
"frozenset({'Very Low', '5.0', 'Yes', 'Female', '10.0'})",frozenset({'1'}),0.012221784165442,0.5854987276441704,0.0116124870076341,0.9501466275659824,1.6227987913637658,1.0,0.0044566479292261,8.314407874902235,0.3885291798813811,0.0198128783709411,0.8797268530668808,0.4849900620689854
"frozenset({'12.0', 'Yes', '5.0', 'Unhealthy'})",frozenset({'1'}),0.0111823948962402,0.5854987276441704,0.0106089387477151,0.9487179487179488,1.6203586855521237,1.0,0.0040616607639517,8.082774810938687,0.3871823180605667,0.0181017612524461,0.8762801112995667,0.4834187197066727
"frozenset({'Low', '5.0', 'Yes', 'Female', '10.0'})",frozenset({'1'}),0.0111465538869574,0.5854987276441704,0.0105730977384323,0.9485530546623794,1.6200770554686,1.0,0.0040468046200015,8.05686848141643,0.3870597919904657,0.0180406066536203,0.8758822981526198,0.4833056654310917
"frozenset({'Yes', '5.0', 'Female', '10.0'})",frozenset({'1'}),0.0159492491308555,0.5854987276441704,0.0151249059173506,0.9483146067415728,1.619669799381527,1.0,0.0057866408443548,8.019698530362763,0.3887911308675525,0.0257961978116021,0.8753070335232706,0.4870735619408158
"frozenset({'5.0', 'Yes', 'Female', '10.0', 'Hight'})",frozenset({'1'}),0.0107881437941292,0.5854987276441704,0.0102146876456041,0.946843853820598,1.617157833340383,1.0,0.003898243180499,7.797805186194025,0.3857931604373251,0.017429060665362,0.8717587864633378,0.4821449925322382
"frozenset({'Hight', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0125801942582703,0.5854987276441704,0.0118992150818967,0.945868945868946,1.6154927435534685,1.0,0.0045335273501629,7.657365610362958,0.385847856033936,0.020299602568022,0.8694067841495425,0.4830960792028372
"frozenset({'Male', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0110748718683918,0.5854987276441704,0.0104655747105838,0.9449838187702266,1.6139809945830126,1.0,0.0039812513228182,7.534170185761857,0.3846742355338256,0.0178560508775148,0.8672713815398265,0.4814292257416265
"frozenset({'Very Low', '5.0', 'Unhealthy', '10.0'})",frozenset({'1'}),0.0140855166481488,0.5854987276441704,0.0132970144439267,0.9440203562340966,1.612335452943654,1.0,0.0050499623682248,7.404500001629129,0.3852075181657519,0.0226800342340139,0.8649469917239542,0.4833654670494675
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.012221784165442,0.5854987276441704,0.0115049639797856,0.9413489736070382,1.607772876628916,1.0,0.0043491249013776,7.067246693666901,0.3826988637648133,0.0196258253851797,0.8585021800786833,0.4804994133461244
"frozenset({'Yes', 'Moderate', '5.0', '10.0'})",frozenset({'1'}),0.0130102863696641,0.5854987276441704,0.012221784165442,0.9393939393939392,1.604433784465616,1.0,0.0046042780497174,6.839270993871182,0.3816930973973794,0.0208460692016138,0.8537855860813058,0.4801340411955005
"frozenset({'Very Low', '5.0', 'Yes', '10.0', 'Hight'})",frozenset({'1'}),0.0175262535392996,0.5854987276441704,0.016451023260815,0.9386503067484664,1.6031637003298824,1.0,0.0061894241131859,6.756370739400024,0.382944972336909,0.0280459489184895,0.851991544192733,0.4833738801127248
"frozenset({'Very Low', ""'Less than 5 hours'"", '5.0', '10.0'})",frozenset({'1'}),0.0109673488405433,0.5854987276441704,0.0102863696641697,0.937908496732026,1.6018967291454618,1.0,0.0038650008724018,6.675652070572834,0.3799066007640378,0.0175481504127178,0.8502018994656516,0.4777385284835449
"frozenset({'Yes', '5.0', '10.0'})",frozenset({'1'}),0.0370954446077201,0.5854987276441704,0.0347657790043367,0.9371980676328504,1.60068335486191,1.0,0.0130464433851218,6.6001356444351496,0.3897237991375296,0.0591427351990732,0.8484879623886,0.498288064178815
"frozenset({'Low', 'Yes', '5.0', '10.0'})",frozenset({'1'}),0.0261639367764596,0.5854987276441704,0.0245152503494498,0.9369863013698628,1.6003216695960178,1.0,0.0091962986566702,6.5779549743425045,0.3852040821817035,0.0417531436942986,0.8479770682680974,0.4894285081775857
"frozenset({'Yes', '5.0', 'Hight', '10.0'})",frozenset({'1'}),0.0249453424608437,0.5854987276441704,0.0233683380523995,0.9367816091954022,1.5999720664887926,1.0,0.0087628717809274,6.5566564899922035,0.3845826337859672,0.0398046398046398,0.8474832406537758,0.4883467301608745
"frozenset({'Very Low', 'Yes', '5.0', '10.0'})",frozenset({'1'}),0.0281710332962976,0.5854987276441704,0.0263789828321565,0.9363867684478372,1.5992976999548911,1.0,0.0098848786807527,6.515960001433645,0.3855879546857588,0.044916392041987,0.8465306724135846,0.4907203186019793
"frozenset({'Low', '5.0', 'Yes', '10.0', 'Hight'})",frozenset({'1'}),0.0166302283072291,0.5854987276441704,0.0155549980287444,0.935344827586207,1.5975181216015402,1.0,0.0058180205144297,6.4109530124368375,0.3803543904267321,0.0265183917878528,0.8440169506686347,0.4809559593366882
"frozenset({'11.0', 'Yes', '5.0', 'Unhealthy'})",frozenset({'1'}),0.0113257589333715,0.5854987276441704,0.0105730977384323,0.9335443037974682,1.5944429248440966,1.0,0.0039418802933386,6.237257241163899,0.3770925613588814,0.0180350920095372,0.8396731189151025,0.4758012899986362
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Male', 'Very Hight', '5.0', 'Yes'})",frozenset({'1'}),0.0118633740726138,0.5854987276441704,0.0110748718683918,0.9335347432024168,1.5944265958674484,1.0,0.0041288814433095,6.236360052262708,0.37729122574723,0.0188898398337205,0.8396500536178673,0.4762250111702584
"frozenset({""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0213612415325615,0.5854987276441704,0.0199276011612487,0.9328859060402684,1.5933184172642956,1.0,0.0074206214230341,6.176068958101859,0.3805071672381926,0.0339521250610649,0.8380847094188958,0.4834605827948648
"frozenset({'Yes', 'Very Hight', '5.0', '10.0'})",frozenset({'1'}),0.0231532919967026,0.5854987276441704,0.0215762875882584,0.931888544891641,1.5916149786374678,1.0,0.0080200645834151,6.085632316860598,0.3805175800593753,0.0367521367521367,0.8356785379180004,0.4843698356191799
"frozenset({'Very Hight', '5.0', 'Yes', '10.0', 'Hight'})",frozenset({'1'}),0.0141571986667144,0.5854987276441704,0.0131894914160782,0.9316455696202532,1.591199990081702,1.0,0.0049004696097112,6.064000095576023,0.3768790366686794,0.0224897634908024,0.8350923508841057,0.4770862519991569
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Yes'})",frozenset({'1'}),0.0206085803376223,0.5854987276441704,0.0191749399663094,0.9304347826086956,1.589132031682494,1.0,0.0071086424000789,5.958455790115056,0.3785265616054273,0.0326697606253053,0.8321712814150644,0.4815922688753566
"frozenset({'Very Low', 'Low', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0184939607899358,0.5854987276441704,0.0172036844557542,0.9302325581395348,1.5887866432817803,1.0,0.0063754939441456,5.94118490376689,0.3775716633193354,0.0293183483997068,0.8316834072331312,0.4798077580119809
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.01283108132325,0.5854987276441704,0.0119350560911795,0.9301675977653632,1.5886756944938416,1.0,0.0044224743021177,5.9356582201354735,0.3753612015239288,0.0203532791394169,0.831526687873013,0.4752760123988421
"frozenset({'Very Low', 'Very Hight', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0167377513350775,0.5854987276441704,0.0155549980287444,0.9293361884368307,1.587255692554849,1.0,0.005755065918432,5.8658210360658325,0.3762798626212756,0.0265135316757285,0.8295208814159981,0.4779516397620001
"frozenset({'Male', '5.0', 'Yes', '10.0', 'Hight'})",frozenset({'1'}),0.0141571986667144,0.5854987276441704,0.0131536504067954,0.9291139240506328,1.5868760770651755,1.0,0.0048646286004283,5.847428663591163,0.3751420299479865,0.0224272793937912,0.8289846601761096,0.4757898219665505
"frozenset({'Low', 'Very Hight', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0146589727966739,0.5854987276441704,0.0136195835274721,0.9290953545232274,1.5868443613217782,1.0,0.005036773606449,5.845897254949463,0.3753202845612503,0.023220287198289,0.8289398604887651,0.4761784314241994
"frozenset({'Yes', '5.0', 'Male', '10.0'})",frozenset({'1'}),0.0211461954768646,0.5854987276441704,0.0196408730869861,0.928813559322034,1.5863630704360965,1.0,0.0072598025407669,5.822755968808092,0.3776123467804075,0.0334595188667725,0.8282600189056698,0.4811795514533774
"frozenset({'Low', 'Male', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0150173828895021,0.5854987276441704,0.0139421526110175,0.928400954653938,1.5856583640915476,1.0,0.0051494940366686,5.789201103903083,0.374978321870506,0.0237687889527068,0.8272645945351943,0.4761066967197211
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', 'Yes', '10.0'})",frozenset({'1'}),0.0124009892118562,0.5854987276441704,0.0115049639797856,0.9277456647398844,1.5845391645389029,1.0,0.0042442005747147,5.736697609404682,0.3735338724985599,0.0196198276388973,0.8256836828281465,0.4736977589125475
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0159492491308555,0.5854987276441704,0.0147664958245224,0.9258426966292134,1.5812889984483156,1.0,0.0054282307515266,5.589486854495269,0.3735625721366011,0.0251695277658989,0.821092700272519,0.4755315344066733
"frozenset({'Very Low', 'Male', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0159492491308555,0.5854987276441704,0.0147664958245224,0.9258426966292134,1.5812889984483156,1.0,0.0054282307515266,5.589486854495269,0.3735625721366011,0.0251695277658989,0.821092700272519,0.4755315344066733
"frozenset({'11.0', 'Yes', '5.0', 'Female'})",frozenset({'1'}),0.0111107128776746,0.5854987276441704,0.0102863696641697,0.9258064516129032,1.5812270939306816,1.0,0.0037810614110715,5.58675627957857,0.3717097316362188,0.0175438596491228,0.8210052577995341,0.4716875059239834
"frozenset({""'Less than 5 hours'"", '5.0', '10.0'})",frozenset({'1'}),0.0143722447224113,0.5854987276441704,0.0132970144439267,0.9251870324189524,1.580169159618095,1.0,0.0048820834455642,5.54050034048958,0.3725101690762068,0.0226689478186484,0.8195108855617116,0.4739488051418954
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Yes'})",frozenset({'1'}),0.0156266800473101,0.5854987276441704,0.014443926740977,0.9243119266055044,1.5786745264581403,1.0,0.0052945254559743,5.476441052943684,0.3723762117271746,0.024619707984605,0.8173996596818143,0.4744906841646523
"frozenset({""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes', 'Female'})",frozenset({'1'}),0.0131178093975126,0.5854987276441704,0.0121142611375936,0.9234972677595628,1.5772831334328823,1.0,0.0044338004258712,5.418123774365489,0.370863333702238,0.0206550965534099,0.8154342643977142,0.4720938836349234
"frozenset({'Low', ""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0130819683882298,0.5854987276441704,0.0120784201283108,0.9232876712328768,1.5769251539586493,1.0,0.0044189442819209,5.403320157495634,0.3707040322288643,0.0205939868002933,0.8149286048481187,0.4719584781237841
"frozenset({'Yes', ""'Less than 5 hours'"", '5.0', 'Unhealthy'})",frozenset({'1'}),0.0321493853266908,0.5854987276441704,0.0296763556861761,0.923076923076923,1.576565207564228,1.0,0.0108529314828564,5.38851654062578,0.3778576013430109,0.050472416946053,0.8144201669493497,0.4868812627137798
"frozenset({'12.0', '5.0', 'Unhealthy'})",frozenset({'1'}),0.0125443532489874,0.5854987276441704,0.0115766459983513,0.9228571428571428,1.5761898348957604,1.0,0.0042319431319501,5.37316464164964,0.3702026065254945,0.0197396565421988,0.8138899388549193,0.4713147124667692
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Yes'})",frozenset({'1'}),0.0190315759291781,0.5854987276441704,0.0175620945485824,0.9227871939736346,1.5760703660050428,1.0,0.0064191310569852,5.368296966364523,0.3726017612013749,0.0299200097697991,0.8137211845273135,0.4763911484069936
"frozenset({'Male', 'Very Hight', '5.0', 'Yes', '10.0'})",frozenset({'1'}),0.0129027633418157,0.5854987276441704,0.0118992150818967,0.9222222222222222,1.5751054249646317,1.0,0.0043446635621697,5.329302073146376,0.3698945230834379,0.0202884380347103,0.8123581688043425,0.4712727173794754
"frozenset({'Yes', ""'Less than 5 hours'"", 'Unhealthy', '10.0'})",frozenset({'1'}),0.0159492491308555,0.5854987276441704,0.0146948138059567,0.9213483146067416,1.5736128382616734,1.0,0.0053565487329609,5.27008760566697,0.3704277176075956,0.0250442856270234,0.8102498336223687,0.4732231288998448
"frozenset({'Low', '5.0', '11.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0112899179240887,0.5854987276441704,0.0103938926920182,0.9206349206349206,1.5723944001368095,1.0,0.0037836601122571,5.222716031683449,0.3681840113800853,0.0177250779292219,0.8085287436779005,0.4691935621783809
"frozenset({'Low', ""'Less than 5 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Yes'})",frozenset({'1'}),0.0121501021468764,0.5854987276441704,0.0111823948962402,0.9203539823008848,1.5719145727336552,1.0,0.0040685255484974,5.204293752912082,0.3683080941988133,0.0190674081769846,0.8078509693192383,0.4697264524628812
"frozenset({'Low', '11.0', 'Yes', '5.0'})",frozenset({'1'}),0.0182789147342389,0.5854987276441704,0.0168094333536432,0.9196078431372549,1.57064020760116,1.0,0.00610715203403,5.155991436621291,0.3700816393475547,0.0286377236368077,0.806050880360791,0.4741587207850818
"frozenset({'Low', ""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Yes'})",frozenset({'1'}),0.0126877172861187,0.5854987276441704,0.0116483280169169,0.9180790960451978,1.5680291906682826,1.0,0.0042196856891854,5.059774152205645,0.3669120468234709,0.0198594561564314,0.8023627201692229,0.4689869035563893
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Yes'})",frozenset({'1'}),0.0152682699544819,0.5854987276441704,0.0140138346295831,0.9178403755868544,1.5676214691019117,1.0,0.0050742819979062,5.045072629245242,0.3677051213728361,0.023883696780893,0.8017867980327563,0.470887621681772
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes'})",frozenset({'1'}),0.025482957600086,0.5854987276441704,0.0233324970431167,0.9156118143459916,1.5638152076437015,1.0,0.008412257791656,4.911840077416576,0.3699660860678312,0.0397048060502561,0.7964103097334637,0.4777312254883728
"frozenset({'Low', ""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes'})",frozenset({'1'}),0.0215046055696928,0.5854987276441704,0.0196767140962689,0.915,1.5627702619980417,1.0,0.007085794896724,4.876485557127415,0.3680249107150543,0.033502166351376,0.7949342844790319,0.4743033790401568
"frozenset({'10.0', 'Yes', 'Unhealthy', '4.0'})",frozenset({'1'}),0.0121859431561592,0.5854987276441704,0.0111465538869574,0.9147058823529411,1.5622679250446505,1.0,0.004011699673882,4.859670089689034,0.3643448131598415,0.0190039718912312,0.7942247145291319,0.4668717952411131
"frozenset({'Very Hight', '5.0', 'Female', '10.0'})",frozenset({'1'}),0.0113257589333715,0.5854987276441704,0.0103580516827353,0.9145569620253164,1.562013577220149,1.0,0.0037268342376417,4.851200076460819,0.3639223965183424,0.0176617979588095,0.7938654386051323,0.4661239756257826
"frozenset({'11.0', '5.0', 'Unhealthy'})",frozenset({'1'}),0.0125443532489874,0.5854987276441704,0.0114691229705028,0.9142857142857144,1.5615503008255214,1.0,0.0041244201041016,4.835848177484683,0.3641791586512287,0.0195527312721495,0.7932110431721329,0.4669371764376662
"frozenset({'Low', '5.0', 'Unhealthy', '10.0'})","frozenset({'Yes', '1'})",0.0129027633418157,0.5434572237554209,0.0117916920540482,0.913888888888889,1.6816206482153198,1.0,0.0047795921095318,5.30178707896931,0.4106338723068751,0.021653284191128,0.8113843530294309,0.4677932210717609
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Hight'})",frozenset({'1'}),0.0145514497688254,0.5854987276441704,0.0132970144439267,0.9137931034482758,1.5607089482927488,1.0,0.0047771591189013,4.80821475932762,0.3645705737235243,0.0226620243112821,0.7920226008915126,0.4682518406565571
"frozenset({""'7-8 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0115408049890684,0.5854987276441704,0.0105372567291494,0.9130434782608696,1.5594286292211386,1.0,0.0037801300920603,4.766764632092037,0.3629279696939873,0.0179662674162796,0.7902141017688301,0.4655202699825405
"frozenset({'Very Low', '5.0', 'Yes', '10.0', 'No'})",frozenset({'1'}),0.0147306548152395,0.5854987276441704,0.013440378481058,0.9124087591240876,1.5583445634378776,1.0,0.0048155988293697,4.732222859395721,0.3636502000727538,0.0229049596872709,0.7886828178401356,0.4676820974856481
"frozenset({'Very Hight', '5.0', 'Unhealthy', '10.0'})","frozenset({'Yes', '1'})",0.01143328196122,0.5434572237554209,0.010429733701301,0.9122257053291536,1.678560272003477,1.0,0.0042162340282434,5.201326629357888,0.4089267341791961,0.019156079257455,0.8077413569154277,0.4657085791039358
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Very Hight', '5.0', 'Hight'})",frozenset({'1'}),0.0138704705924518,0.5854987276441704,0.0126518762768359,0.9121447028423773,1.5578935696624123,1.0,0.0045307333931294,4.717999776520766,0.3631446138880418,0.0215638362858888,0.7880457720713504,0.4668767098932748
"frozenset({'Yes', '12.0', 'Very Hight', '5.0'})",frozenset({'1'}),0.0170961614279058,0.5854987276441704,0.0155908390380273,0.9119496855345912,1.5575604907015568,1.0,0.0055810582743891,4.707550164612637,0.3641967267533095,0.0265600195384051,0.7875752854388784,0.4692889955586766
"frozenset({'Unhealthy', 'Very Hight', '5.0', 'Yes', 'Female', 'Hight'})",frozenset({'1'}),0.0162718182144009,0.5854987276441704,0.014838177843088,0.9118942731277534,1.5574658493228115,1.0,0.005311048982099,4.704589441238671,0.3638518786052136,0.0252808988764044,0.7874416009111498,0.4686185371515358
"frozenset({'Very Low', 'Low', '5.0', '11.0', 'Yes'})",frozenset({'1'}),0.0137987885738862,0.5854987276441704,0.0125801942582703,0.9116883116883115,1.5571140783799942,1.0,0.004501021105229,4.693617348735128,0.3627923913939324,0.0214416615760537,0.7869447111470457,0.4665872998206494
"frozenset({'5.0', 'Yes', '10.0', 'No', 'Hight'})",frozenset({'1'}),0.0129386043510985,0.5854987276441704,0.0117916920540482,0.9113573407202216,1.5565487979575725,1.0,0.0042161556689887,4.676092478764206,0.3622399472003144,0.0201001955034213,0.7861462311660099,0.4657484548850863
"frozenset({'Low', '5.0', 'Yes', '10.0', 'No'})",frozenset({'1'}),0.0136554245367549,0.5854987276441704,0.012436830221139,0.9107611548556428,1.5555305449086247,1.0,0.004441596529428,4.644852493163848,0.3620768338248106,0.0211973121563836,0.784707910214206,0.46600129241313
"frozenset({""'7-8 hours'"", 'Unhealthy', '5.0', 'Yes', 'Female'})",frozenset({'1'}),0.0120425791190279,0.5854987276441704,0.0109673488405433,0.9107142857142858,1.5554504949629218,1.0,0.0039164340887982,4.642414250385296,0.3614522536749147,0.018697299278993,0.7845948366376384,0.464722960682804
"frozenset({""'Less than 5 hours'"", '5.0', 'Unhealthy', 'Hight'})",frozenset({'1'}),0.0240851582380559,0.5854987276441704,0.0219346976810867,0.9107142857142858,1.5554504949629218,1.0,0.0078328681775964,4.642414250385296,0.3659124966965009,0.0373261771163698,0.7845948366376384,0.4740887785084651
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Unhealthy', 'Male', '5.0', 'Hight'})",frozenset({'1'}),0.0112182359055231,0.5854987276441704,0.0102146876456041,0.9105431309904152,1.55515817199826,1.0,0.0036464247965081,4.633532080263378,0.3610286954154997,0.0174162796382302,0.784181919391576,0.4639946311171469
"frozenset({'No', 'Yes', '5.0', '10.0'})",frozenset({'1'}),0.0191749399663094,0.5854987276441704,0.017454571520734,0.9102803738317756,1.5547093970543815,1.0,0.0062276685678064,4.619962098132685,0.3637682125078842,0.02972412109375,0.7835480078063446,0.4700459165926753
"frozenset({'12.0', 'Yes', '5.0', 'Female'})",frozenset({'1'}),0.0119708971004623,0.5854987276441704,0.0108956668219777,0.9101796407185628,1.554537350372712,1.0,0.0038867218008977,4.6147808322282335,0.36104381096391,0.0185750947085421,0.7833049853600191,0.4643944236893499
"frozenset({'Very Low', ""'Less than 5 hours'"", 'Male', 'Very Hight', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0111465538869574,0.5854987276441704,0.0101430056270384,0.909967845659164,1.554175615924115,1.0,0.0036167125086076,4.603924846523679,0.3605914213297438,0.017294060131997,0.7827940217670847,0.4636457739559287
"frozenset({'Yes', '11.0', 'Very Hight', '5.0'})",frozenset({'1'}),0.0156266800473101,0.5854987276441704,0.0141930396759972,0.908256880733945,1.5512533808372797,1.0,0.0050436383909946,4.518063868678542,0.3610012375714179,0.024181729360039,0.778666254159775,0.4662489104942986
"frozenset({'Unhealthy', '5.0', 'Yes', 'Female', 'Hight'})",frozenset({'1'}),0.0275975771477724,0.5854987276441704,0.0250528654886921,0.9077922077922078,1.5504597447117037,1.0,0.0088945191826095,4.49529548892942,0.3651060564571755,0.0426037666849515,0.7775452131094155,0.4752905701057023
"frozenset({'Low', '5.0', 'Female', '10.0'})",frozenset({'1'}),0.012436830221139,0.5854987276441704,0.0112899179240887,0.9077809798270894,1.5504405679576163,1.0,0.0040081696536852,4.494748172108529,0.3594929898116369,0.0192448680351906,0.7775181252188172,0.4635317729693723
"frozenset({'Unhealthy', 'Very Hight', '5.0', 'Yes', 'Female'})",frozenset({'1'}),0.0273466900827927,0.5854987276441704,0.0248019784237124,0.90694626474443,1.5490149199702703,1.0,0.0087905261749578,4.454429166302787,0.364393378821242,0.0421771195221551,0.7755043435049146,0.4746533478472394
"frozenset({'11.0', 'Yes', '5.0'})",frozenset({'1'}),0.0252320705351062,0.5854987276441704,0.02286656392244,0.90625,1.547825737634672,1.0,0.0080932187283073,4.421346905128849,0.3630940532234158,0.0388976954029996,0.7738245784695201,0.4726524240940254
"frozenset({'5.0', 'Female', '10.0'})",frozenset({'1'}),0.0177771406042794,0.5854987276441704,0.0160926131679868,0.905241935483871,1.5461040182379704,1.0,0.0056841199630296,4.3743112997551385,0.3596057487924473,0.027406457913691,0.7713925846896226,0.4663636220024644
"frozenset({'Hight', '5.0', 'Female', '10.0'})",frozenset({'1'}),0.0120784201283108,0.5854987276441704,0.0109315078312605,0.9050445103857566,1.545766826902118,1.0,0.0038596082141828,4.365216524497328,0.3573885871569237,0.0186339198435972,0.7709162891718976,0.4618574657707431
"frozenset({'Unhealthy', 'Yes', 'Female', '10.0', 'Hight'})",frozenset({'1'}),0.0131894914160782,0.5854987276441704,0.0119350560911795,0.904891304347826,1.5455051593173783,1.0,0.0042126256487919,4.358184806484149,0.3576799841282462,0.0203408466190214,0.770546673809658,0.4626378656900736
"frozenset({'Very Low', 'Very Hight', '5.0', 'Yes', '12.0'})",frozenset({'1'}),0.0127952403139672,0.5854987276441704,0.0115766459983513,0.9047619047619048,1.5452841518585887,1.0,0.004085049074622,4.35226335973621,0.3574434015622851,0.0197312156383628,0.7702344924134807,0.4622670934191502
"frozenset({""'Less than 5 hours'"", 'Unhealthy', 'Male', 'Very Hight', '5.0'})",frozenset({'1'}),0.0135479015089064,0.5854987276441704,0.0122576251747249,0.9047619047619048,1.5452841518585887,1.0,0.0043253460790116,4.35226335973621,0.3577161302413102,0.0208893232347911,0.7702344924134807,0.4628486311272795
"frozenset({""'7-8 hours'"", 'Unhealthy', '5.0', 'Yes', 'Hight'})",frozenset({'1'}),0.0195333500591376,0.5854987276441704,0.0176696175764309,0.9045871559633027,1.5449856904096544,1.0,0.0062328659701776,4.34429218142168,0.3597723739903615,0.0300829875518672,0.7698129043261663,0.4673829511452165
"frozenset({'Low', 'Unhealthy', '5.0', 'Yes', 'Female', 'Hight'})",frozenset({'1'}),0.017239525465037,0.5854987276441704,0.0155908390380273,0.9043659043659044,1.5446078047081968,1.0,0.0054971188130588,4.334241565285962,0.3587715150448117,0.0265535343669881,0.7692791264775704,0.4654971049743332
"frozenset({'Very Low', 'Low', ""'Less than 5 hours'"", 'Unhealthy', '5.0', 'Yes'})",frozenset({'1'}),0.016235977205118,0.5854987276441704,0.0146589727966739,0.902869757174393,1.5420524666333704,1.0,0.0051528288010175,4.26747900857252,0.3573149922431676,0.0249694749694749,0.7656696147793116,0.4639532429358742
"frozenset({'Male', '5.0', 'Yes', '10.0', 'No'})",frozenset({'1'}),0.01143328196122,0.5854987276441704,0.0103222106734525,0.90282131661442,1.5419697327900916,1.0,0.0036280386323611,4.265351802629345,0.3555438732184436,0.0175963829657237,0.7655527500958872,0.4602255456725381
